Player,Team,GP,MP,PTS,AST,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,STL,BLK,TOV,PF,ORtg,DRtg
Jae Crowder,TOT,82,1647,19.1,2.9,7.0,16.6,.420,1.9,6.3,.293,3.3,4.3,.773,2.2,6.7,2.2,0.8,1.5,4.2,108,104
Jae Crowder,DAL,25,265,16.9,2.3,6.3,14.5,.434,2.5,7.2,.342,1.9,2.1,.909,2.3,3.2,2.9,1.0,1.9,4.9,109,106
Jae Crowder,BOS,57,1382,19.5,3.0,7.1,17.0,.418,1.7,6.2,.282,3.6,4.7,.762,2.2,7.4,2.1,0.7,1.4,4.0,108,104
Dante Cunningham,NOP,66,1652,10.8,1.6,4.9,10.8,.457,0.0,0.3,.100,0.9,1.5,.617,2.2,5.9,1.5,1.2,1.1,3.2,102,108
Jared Cunningham,LAC,19,89,19.9,5.7,6.8,18.8,.364,2.3,7.4,.308,4.0,7.4,.538,0.6,4.6,1.7,0.0,4.0,6.8,88,108
Seth Curry,PHO,2,8,0.0,6.2,0.0,18.7,.000,0.0,6.2,.000,0.0,0.0,,0.0,12.5,0.0,0.0,0.0,12.5,21,107
Stephen Curry,GSW,80,2613,35.5,11.6,12.2,25.1,.487,5.3,12.1,.443,5.8,6.3,.914,1.0,5.3,3.0,0.3,4.7,3.0,122,101
Samuel Dalembert,NYK,32,544,12.4,2.8,5.5,12.6,.438,0.0,0.0,,1.4,1.9,.700,5.1,11.1,1.4,4.0,3.8,6.8,90,104
Troy Daniels,TOT,47,397,22.5,2.8,7.8,21.1,.370,5.5,15.1,.364,1.4,1.7,.846,1.0,3.2,0.8,0.1,2.6,5.1,99,112
Troy Daniels,HOU,17,108,21.2,1.8,6.9,21.6,.319,6.0,19.8,.302,1.4,1.8,.750,0.0,2.8,0.0,0.0,2.3,6.4,92,111
Troy Daniels,MIN,19,154,17.5,4.3,6.3,19.5,.322,4.3,12.9,.333,0.7,0.7,1.000,2.0,4.3,1.0,0.0,2.6,4.6,92,116
Troy Daniels,CHO,11,135,29.5,1.9,10.3,22.6,.458,6.5,13.8,.472,2.3,2.7,.857,0.8,2.3,1.1,0.4,2.7,4.6,110,108
Luigi Datome,TOT,21,209,25.2,2.2,10.3,21.4,.483,4.3,9.6,.450,0.2,0.2,1.000,0.7,6.2,0.5,1.7,2.2,3.6,107,107
Luigi Datome,DET,3,17,33.5,6.1,15.2,36.5,.417,3.0,12.2,.250,0.0,0.0,,3.0,9.1,3.0,0.0,6.1,3.0,88,103
Luigi Datome,BOS,18,192,24.5,1.8,9.9,20.1,.494,4.4,9.4,.472,0.3,0.3,1.000,0.5,6.0,0.3,1.8,1.8,3.7,110,107
Brandon Davies,TOT,27,423,16.9,3.6,6.5,16.3,.401,1.0,4.0,.235,2.9,4.4,.649,4.5,5.4,2.1,0.8,3.4,7.0,94,106
Brandon Davies,PHI,20,379,16.7,3.7,6.5,15.7,.412,0.9,4.0,.233,2.8,4.4,.636,4.6,5.0,2.2,0.5,3.3,7.1,96,106
Brandon Davies,BRK,7,44,18.8,2.4,7.1,21.2,.333,1.2,4.7,.250,3.5,4.7,.750,3.5,8.2,1.2,3.5,4.7,5.9,80,104
Anthony Davis,NOP,68,2455,35.4,3.2,13.7,25.7,.535,0.0,0.3,.083,7.9,9.9,.805,3.7,11.2,2.1,4.3,2.0,3.0,122,100
Ed Davis,LAL,79,1840,18.2,2.6,7.8,13.0,.601,0.0,0.0,,2.6,5.2,.487,6.4,10.3,1.4,2.7,1.6,5.6,124,107
Glen Davis,LAC,74,904,16.5,2.2,6.6,14.3,.459,0.0,0.2,.000,3.4,5.3,.632,2.4,7.1,2.3,1.2,2.2,7.4,100,104
Andre Dawkins,MIA,4,22,7.2,2.4,2.4,14.4,.167,2.4,14.4,.167,0.0,0.0,,0.0,4.8,0.0,0.0,2.4,7.2,53,113
Austin Daye,TOT,34,344,19.2,2.5,7.4,21.0,.355,3.6,10.6,.338,0.7,0.9,.833,1.5,9.7,1.8,0.7,3.4,5.8,85,101
Austin Daye,SAS,26,268,19.7,1.7,7.6,22.0,.348,3.6,10.9,.333,0.8,0.8,1.000,1.1,10.5,1.5,0.6,3.4,5.7,82,101
Austin Daye,ATL,8,76,17.5,5.4,6.7,17.5,.385,3.4,9.4,.357,0.7,1.3,.500,2.7,6.7,2.7,1.3,3.4,6.1,96,101
Dewayne Dedmon,ORL,59,845,13.1,0.5,5.5,9.8,.562,0.0,0.1,.000,2.1,3.9,.531,7.1,10.7,1.0,3.0,3.1,8.5,107,104
Matthew Dellavedova,CLE,67,1380,12.0,7.7,4.2,11.6,.362,2.6,6.3,.407,1.1,1.4,.763,1.4,3.4,0.9,0.1,2.3,5.7,109,111
Luol Deng,MIA,72,2421,22.0,3.0,8.0,17.2,.469,1.7,4.8,.355,4.2,5.5,.761,2.2,6.0,1.4,0.5,2.4,2.4,110,109
DeMar DeRozan,TOR,60,2100,29.6,5.2,10.1,24.4,.413,0.6,2.2,.284,8.9,10.7,.832,1.0,5.8,1.8,0.3,3.4,3.0,104,109
Boris Diaw,SAS,81,1984,18.3,6.0,7.5,16.3,.460,1.4,4.4,.320,1.9,2.4,.774,2.0,7.0,0.9,0.6,3.3,3.8,103,105
Gorgui Dieng,MIN,73,2193,16.5,3.4,6.0,11.9,.506,0.0,0.1,.167,4.4,5.7,.783,5.2,8.9,1.6,2.9,2.9,4.4,113,108
Spencer Dinwiddie,DET,34,455,16.5,11.8,5.8,19.2,.302,1.4,7.4,.185,3.5,3.9,.912,0.5,5.0,2.2,0.7,3.8,6.0,92,107
Joey Dorsey,HOU,69,854,10.7,1.5,4.7,8.4,.552,0.0,0.1,.000,1.4,4.8,.289,6.0,10.2,2.3,1.5,2.4,9.1,103,100
Toney Douglas,NOP,12,177,15.1,7.1,5.6,15.1,.373,1.5,5.3,.278,2.4,3.9,.615,0.6,5.9,3.3,1.2,3.0,5.9,95,104
Chris Douglas-Roberts,LAC,12,103,9.3,2.0,2.5,10.3,.238,0.5,3.4,.143,3.9,3.9,1.000,0.5,5.4,0.5,0.0,0.0,6.9,96,110
Goran Dragić,TOT,78,2640,24.5,6.7,9.7,19.3,.501,1.7,5.0,.347,3.5,4.5,.774,1.6,3.7,1.5,0.3,3.3,3.8,112,110
Goran Dragić,PHO,52,1735,24.2,6.1,9.8,19.5,.501,1.9,5.3,.355,2.8,3.7,.746,1.5,3.9,1.4,0.3,3.3,3.4,111,110
Goran Dragić,MIA,26,905,25.2,8.1,9.5,18.8,.502,1.4,4.3,.329,4.9,6.1,.808,1.8,3.4,1.6,0.4,3.4,4.4,115,110
Zoran Dragić,TOT,16,75,19.5,3.5,7.7,20.9,.367,2.1,9.8,.214,2.1,3.5,.600,3.5,2.1,1.4,0.0,3.5,4.2,89,112
Zoran Dragić,PHO,6,13,23.0,3.8,7.7,30.7,.250,0.0,19.2,.000,7.7,11.5,.667,7.7,3.8,0.0,0.0,0.0,3.8,88,113
Zoran Dragić,MIA,10,62,18.7,3.4,7.7,18.7,.409,2.6,7.7,.333,0.9,1.7,.500,2.6,1.7,1.7,0.0,4.3,4.3,89,111
Larry Drew,PHI,12,219,10.5,10.3,4.6,13.3,.345,0.9,6.0,.154,0.5,0.7,.667,0.2,3.2,1.4,0.0,5.7,3.0,77,110
Andre Drummond,DET,82,2502,23.4,1.1,10.2,19.9,.514,0.0,0.0,.000,2.9,7.5,.389,9.0,13.8,1.5,3.2,2.5,5.9,107,100
Jared Dudley,MIL,72,1717,15.4,3.9,5.9,12.6,.468,2.2,5.7,.385,1.4,2.0,.716,1.3,5.2,2.1,0.3,1.8,3.4,112,104
Tim Duncan,SAS,77,2227,24.6,5.3,9.6,18.8,.512,0.0,0.2,.286,5.3,7.1,.740,3.9,12.3,1.4,3.5,3.0,3.8,113,97
Mike Dunleavy,CHI,63,1838,16.7,3.2,5.9,13.5,.435,3.0,7.4,.407,2.0,2.4,.805,0.8,6.2,1.1,0.6,1.7,3.5,113,106
Kevin Durant,OKC,27,913,37.7,6.0,13.1,25.6,.510,3.5,8.7,.403,8.0,9.4,.854,0.9,8.9,1.3,1.4,4.1,2.2,121,105
Cleanthony Early,NYK,39,647,17.1,2.9,6.2,17.4,.355,1.8,6.8,.262,2.9,3.9,.750,1.8,6.1,2.0,1.0,3.3,4.6,87,110
Wayne Ellington,LAL,65,1675,19.8,3.2,7.7,18.8,.412,2.7,7.4,.370,1.6,2.0,.813,0.9,5.5,1.0,0.1,1.5,2.3,103,114
Monta Ellis,DAL,80,2699,28.3,6.1,11.3,25.3,.445,1.5,5.3,.285,4.3,5.7,.752,0.6,2.9,2.8,0.5,3.7,3.7,100,107
James Ennis,MIA,62,1051,15.7,2.4,5.1,12.4,.409,1.6,4.8,.326,4.0,4.7,.840,2.6,6.3,1.3,0.9,2.0,4.5,110,108
Tyler Ennis,TOT,33,411,15.0,9.0,6.4,17.8,.361,1.5,5.3,.279,0.6,0.9,.714,0.9,3.5,2.2,0.6,5.2,4.5,83,105
Tyler Ennis,PHO,8,58,18.9,12.0,7.7,18.1,.429,1.7,5.2,.333,1.7,1.7,1.000,0.9,5.2,0.0,1.7,6.9,2.6,94,110
Tyler Ennis,MIL,25,353,14.3,8.5,6.2,17.8,.350,1.4,5.3,.270,0.4,0.7,.600,0.9,3.2,2.6,0.4,4.9,4.8,80,104
Jeremy Evans,UTA,38,266,18.0,2.6,6.4,11.6,.552,0.4,1.0,.400,4.8,5.8,.828,5.2,9.0,2.2,2.4,1.0,5.8,139,101
Reggie Evans,SAC,47,764,11.6,2.1,3.8,9.0,.423,0.0,0.1,.000,4.0,6.4,.619,6.4,13.3,1.4,0.3,3.0,6.0,103,106
Tyreke Evans,NOP,79,2690,25.6,10.2,10.2,22.8,.447,1.3,4.4,.304,3.9,5.7,.694,1.6,6.5,2.0,0.7,4.8,3.9,103,107
Dante Exum,UTA,82,1817,11.5,5.8,4.2,12.2,.349,2.4,7.7,.314,0.6,0.9,.625,0.8,3.0,1.2,0.4,3.4,4.3,90,109
Festus Ezeli,GSW,46,504,19.5,0.9,7.4,13.5,.547,0.0,0.0,,4.7,7.6,.628,5.8,9.2,0.7,4.1,3.1,7.5,111,99
Kenneth Faried,DEN,75,2086,22.6,2.1,8.9,17.6,.507,0.0,0.2,.125,4.8,6.9,.691,5.8,10.2,1.5,1.4,2.8,5.1,111,106
Jordan Farmar,LAC,36,529,16.0,6.4,5.8,15.1,.386,3.4,9.3,.361,1.0,1.1,.909,0.8,3.3,1.9,0.5,3.1,5.0,101,108
Derrick Favors,UTA,74,2280,27.6,2.6,11.2,21.4,.525,0.0,0.1,.167,5.2,7.7,.669,4.6,9.6,1.4,2.9,2.8,4.9,113,102
Raymond Felton,DAL,29,281,19.4,7.4,7.7,19.0,.406,1.8,6.1,.294,2.2,2.7,.800,0.4,4.3,2.0,0.7,3.2,3.1,98,108
Landry Fields,TOR,26,216,11.0,3.6,4.8,9.8,.488,0.2,0.5,.500,1.2,1.4,.833,2.4,3.8,2.6,0.0,1.9,2.2,109,109
Evan Fournier,ORL,58,1661,21.5,3.7,7.8,17.7,.440,2.6,6.9,.378,3.3,4.5,.728,0.9,3.8,1.2,0.1,2.5,3.6,105,111
Randy Foye,DEN,50,1087,20.0,5.5,6.8,18.5,.368,4.3,12.1,.357,2.1,2.5,.818,0.4,3.5,1.6,0.5,2.8,4.5,102,111
Jamaal Franklin,DEN,3,13,11.5,11.5,3.8,7.7,.500,3.8,7.7,.500,0.0,0.0,,3.8,3.8,0.0,3.8,11.5,15.4,83,110
Tim Frazier,TOT,11,239,12.0,12.6,4.4,12.9,.344,1.1,3.6,.294,2.1,4.4,.476,1.3,4.6,1.7,0.0,5.3,5.5,88,108
Tim Frazier,PHI,6,171,10.0,12.6,3.8,12.6,.302,0.9,3.2,.273,1.5,4.4,.333,1.2,4.4,1.8,0.0,5.3,4.7,79,108
Tim Frazier,POR,5,68,17.2,12.7,6.0,13.5,.444,1.5,4.5,.333,3.7,4.5,.833,1.5,5.2,1.5,0.0,5.2,7.5,108,106
Jimmer Fredette,NOP,50,509,18.4,6.0,6.5,17.1,.380,0.9,5.0,.188,4.4,4.6,.956,0.8,3.3,1.5,0.2,3.4,4.4,97,111
Joel Freeland,POR,48,617,14.0,1.3,6.1,12.5,.490,0.0,0.0,,1.7,2.1,.840,5.1,10.7,0.7,1.9,1.9,7.7,109,102
Channing Frye,ORL,75,1870,15.0,2.6,5.2,13.3,.392,3.7,9.5,.393,0.8,1.0,.886,0.7,7.3,1.3,1.1,2.1,5.2,101,108
Danilo Gallinari,DEN,59,1426,25.7,2.9,8.0,19.9,.401,3.7,10.5,.355,6.0,6.7,.895,1.1,6.5,1.6,0.7,2.0,3.3,114,109
Langston Galloway,NYK,45,1457,19.3,5.4,7.4,18.5,.399,2.2,6.4,.352,2.3,2.8,.808,1.3,5.5,1.9,0.4,2.2,4.7,101,111
Francisco García,HOU,14,200,11.2,3.7,4.2,15.7,.270,2.5,11.2,.222,0.2,1.0,.250,0.7,3.5,2.2,1.2,2.5,5.0,76,105
Kevin Garnett,TOT,47,952,17.5,4.2,7.8,16.6,.467,0.1,0.4,.143,2.0,2.4,.800,2.6,14.3,2.5,0.9,2.5,5.9,101,101
Kevin Garnett,BRK,42,854,17.3,4.2,7.6,16.7,.455,0.1,0.4,.167,2.1,2.5,.829,2.8,14.5,2.5,0.8,2.7,5.8,99,100
Kevin Garnett,MIN,5,98,19.7,4.2,9.3,16.1,.581,0.0,0.5,.000,1.0,2.1,.500,1.0,12.5,2.6,2.1,0.5,6.7,123,105
Marc Gasol,MEM,81,2687,27.4,6.0,10.3,20.8,.494,0.1,0.3,.176,6.8,8.5,.795,2.2,10.0,1.4,2.5,3.4,4.0,111,100
Pau Gasol,CHI,78,2681,27.9,4.1,11.0,22.2,.494,0.2,0.5,.462,5.7,7.1,.803,4.2,13.5,0.5,2.8,3.0,2.8,112,101
Rudy Gay,SAC,68,2408,29.9,5.2,10.6,23.3,.455,1.7,4.6,.359,7.0,8.2,.858,2.0,6.3,1.5,0.9,3.8,3.3,110,110
Alonzo Gee,TOT,54,662,18.3,1.9,6.6,14.1,.468,1.0,2.7,.371,4.1,5.8,.701,2.8,4.3,2.7,0.5,2.5,4.4,106,107
Alonzo Gee,DEN,39,511,18.6,1.9,6.5,13.4,.482,1.0,2.3,.417,4.7,6.4,.738,2.8,4.0,2.7,0.6,2.4,4.1,111,108
Alonzo Gee,POR,15,151,17.2,2.0,7.1,16.5,.429,1.0,3.7,.273,2.0,4.0,.500,2.7,5.4,2.4,0.3,2.7,5.4,93,104
Paul George,IND,6,91,30.0,3.4,10.2,27.7,.367,5.1,12.5,.409,4.5,6.2,.727,2.3,10.2,2.8,0.6,6.8,6.2,87,99
Taj Gibson,CHI,62,1692,19.6,2.2,7.8,15.5,.502,0.0,0.0,,4.0,5.6,.717,5.0,7.2,1.1,2.3,2.4,5.0,112,104
Manu Ginóbili,SAS,70,1587,23.8,9.5,8.1,19.0,.426,2.9,8.3,.345,4.7,6.6,.721,0.9,5.9,2.2,0.6,5.0,4.5,103,102
Rudy Gobert,UTA,82,2158,16.9,2.7,6.3,10.5,.604,0.0,0.0,.000,4.2,6.7,.623,6.5,12.5,1.6,4.7,2.7,4.3,122,98
Drew Gooden,WAS,51,864,16.4,2.9,6.5,16.4,.399,1.4,3.5,.390,2.0,2.6,.773,4.3,9.0,1.2,0.5,1.7,5.4,103,103
Archie Goodwin,PHO,41,535,21.5,4.1,7.4,18.7,.393,1.1,3.8,.293,5.7,7.7,.735,2.5,4.4,1.7,0.8,4.5,5.1,94,108
Aaron Gordon,ORL,47,797,15.6,2.1,6.0,13.3,.447,0.8,3.1,.271,2.8,3.9,.721,3.0,7.9,1.3,1.4,2.4,5.3,101,107
Ben Gordon,ORL,56,790,22.6,3.2,8.4,19.1,.437,2.3,6.3,.361,3.6,4.3,.836,0.4,3.7,0.9,0.1,3.6,3.9,98,112
Drew Gordon,PHI,9,71,12.0,1.4,5.6,13.4,.421,0.0,2.1,.000,0.7,1.4,.500,4.9,7.8,0.7,0.0,5.6,4.9,73,108
Eric Gordon,NOP,61,2018,21.3,6.0,7.4,18.1,.411,3.7,8.2,.448,2.8,3.5,.805,0.7,3.4,1.3,0.4,3.2,3.8,106,111
Marcin Gortat,WAS,82,2453,20.9,2.0,9.2,16.2,.566,0.0,0.1,.000,2.6,3.7,.703,3.8,11.2,1.0,2.3,2.1,4.0,114,100
Danny Granger,MIA,30,613,16.2,1.5,5.6,14.0,.401,2.6,7.2,.357,2.4,3.2,.757,1.7,5.2,1.1,0.5,2.1,5.8,102,110
Jerami Grant,PHI,65,1377,15.0,2.9,4.5,12.8,.352,1.8,5.7,.314,4.2,7.0,.591,1.8,5.4,1.5,2.5,3.1,5.2,91,106
Danny Green,SAS,81,2312,20.9,3.5,7.1,16.3,.436,4.2,10.1,.418,2.5,2.8,.874,1.2,6.4,2.2,1.9,2.1,3.6,114,100
Draymond Green,GSW,79,2490,18.1,5.7,6.7,15.0,.443,2.2,6.5,.337,2.6,3.9,.660,2.2,10.5,2.4,1.9,2.6,5.0,110,97
Erick Green,DEN,43,410,17.8,4.8,7.4,19.7,.377,1.7,5.7,.298,1.2,1.5,.833,0.9,2.9,1.5,0.0,1.7,3.2,95,112
Gerald Green,PHO,74,1446,30.5,3.1,11.2,26.8,.416,4.7,13.3,.354,3.4,4.1,.825,1.1,5.3,1.4,0.4,3.6,5.0,101,108
JaMychal Green,TOT,24,164,19.7,1.3,8.6,14.9,.574,0.0,1.9,.000,2.5,3.2,.800,6.0,8.3,1.6,1.6,4.4,7.9,105,101
JaMychal Green,SAS,4,25,16.4,0.0,8.2,14.3,.571,0.0,4.1,.000,0.0,0.0,,6.1,6.1,0.0,4.1,4.1,12.3,98,102
JaMychal Green,MEM,20,139,20.3,1.5,8.6,15.0,.575,0.0,1.5,.000,3.0,3.8,.800,6.0,8.6,1.9,1.1,4.5,7.1,106,101
Jeff Green,TOT,78,2454,24.4,2.8,8.7,20.2,.430,2.0,6.1,.332,5.0,6.0,.833,1.3,5.5,1.1,0.7,2.3,3.1,106,106
Jeff Green,BOS,33,1093,26.6,2.4,9.4,21.8,.434,2.2,7.1,.305,5.5,6.6,.840,1.0,5.5,1.2,0.6,2.6,3.0,104,107
Jeff Green,MEM,45,1361,22.6,3.1,8.1,18.9,.427,1.9,5.3,.362,4.5,5.5,.825,1.6,5.5,1.0,0.8,2.0,3.1,108,105
Willie Green,ORL,52,951,16.5,3.7,6.3,16.5,.386,2.3,6.5,.347,1.5,1.8,.824,0.8,3.5,1.4,0.3,2.6,4.4,93,111
Blake Griffin,LAC,67,2356,31.6,7.6,12.3,24.6,.502,0.2,0.5,.400,6.7,9.2,.728,2.7,8.2,1.4,0.8,3.3,4.2,113,106
Jorge Gutiérrez,TOT,20,175,15.5,6.4,6.4,12.0,.537,0.0,0.9,.000,2.6,3.8,.692,1.5,5.9,1.8,0.0,3.5,7.3,105,105
Jorge Gutiérrez,BRK,10,44,18.8,8.2,8.2,16.5,.500,0.0,1.2,.000,2.4,3.5,.667,0.0,8.2,1.2,0.0,3.5,10.6,101,108
Jorge Gutiérrez,MIL,10,131,14.4,5.8,5.8,10.5,.556,0.0,0.8,.000,2.7,3.9,.700,1.9,5.1,1.9,0.0,3.5,6.2,107,105
P.J. Hairston,CHO,45,687,19.1,1.6,6.5,20.2,.323,3.7,12.3,.301,2.3,2.7,.861,1.7,5.3,1.6,1.0,1.7,4.6,91,104
Jordan Hamilton,LAC,14,122,15.8,2.9,5.8,14.5,.400,4.2,8.7,.476,0.0,0.0,,0.8,5.8,0.8,0.0,1.7,5.8,105,109
Justin Hamilton,TOT,41,712,15.9,2.6,6.2,12.9,.478,0.7,2.2,.323,2.8,3.4,.830,4.1,5.6,2.0,2.2,1.9,5.1,114,109
Justin Hamilton,MIA,24,289,12.1,2.2,4.9,11.9,.415,1.1,3.5,.316,1.1,1.3,.857,4.4,4.4,1.5,0.9,1.5,6.0,107,109
Justin Hamilton,MIN,17,423,18.4,2.9,7.0,13.6,.513,0.5,1.4,.333,4.0,4.8,.825,4.0,6.4,2.3,3.0,2.2,4.4,117,109
Tyler Hansbrough,TOR,74,1058,13.2,1.0,4.2,8.1,.521,0.0,0.3,.143,4.7,6.8,.698,5.2,7.8,1.5,0.7,1.0,6.9,132,107
Tim Hardaway,NYK,70,1681,25.2,4.0,8.7,22.5,.389,3.8,11.1,.342,3.9,4.9,.801,0.4,4.5,0.6,0.4,2.6,3.7,101,114
James Harden,HOU,81,2981,37.0,9.4,10.8,24.5,.440,3.5,9.3,.375,11.9,13.7,.868,1.3,6.4,2.6,1.0,5.4,3.5,118,103
Maurice Harkless,ORL,45,674,12.0,1.9,4.8,12.0,.399,0.8,4.2,.179,1.7,3.1,.537,2.9,5.2,2.4,0.7,2.0,5.0,92,107
Devin Harris,DAL,76,1685,19.9,7.1,6.6,15.7,.418,2.8,8.0,.357,4.0,4.8,.815,0.4,3.7,2.3,0.4,2.5,4.4,113,108
Gary Harris,DEN,55,719,13.1,2.0,4.6,15.1,.304,1.5,7.2,.204,2.4,3.3,.745,1.5,3.0,2.7,0.5,2.6,4.9,81,109
Joe Harris,CLE,51,493,14.3,2.7,5.1,12.7,.400,3.3,8.9,.369,0.9,1.6,.600,0.7,3.6,0.7,0.2,2.8,6.5,97,111
Tobias Harris,ORL,68,2369,25.1,2.7,9.5,20.5,.466,1.9,5.2,.364,4.2,5.3,.788,1.6,7.7,1.5,0.8,2.5,2.9,107,108
Udonis Haslem,MIA,62,995,13.8,2.4,5.7,12.7,.448,0.1,0.5,.200,2.4,3.4,.703,3.8,9.9,1.1,0.7,2.2,6.0,102,106
Spencer Hawes,LAC,73,1274,16.9,3.5,6.5,16.5,.393,2.2,7.0,.313,1.8,2.7,.647,1.2,9.1,1.0,2.1,2.4,6.9,95,104
Chuck Hayes,TOR,29,255,10.1,4.1,4.5,9.3,.478,0.0,0.0,,1.2,2.2,.545,3.6,6.7,2.0,0.8,1.6,7.5,111,107
Gordon Hayward,UTA,76,2618,29.7,6.3,9.8,22.0,.445,2.4,6.7,.364,7.6,9.4,.812,1.1,6.5,2.2,0.6,4.2,2.7,111,105
